ID,Document,Metadata
bay_ir_2025.pdf::chunk::258,"いては個別に回収可能性を検討し、回収不能見込額を計上しております。
(2) 賞与引当金
従業員に対する賞与の支給に備えるため、支給見込額のうち当事業年度負担額を計上しております。
５．収益及び費用の計上基準
当社は、顧客との契約について、以下の５ステップを適用することにより、収益を認識しております。
ステップ１：顧客との契約を識別する。
ステップ２：契約における履行義務を識別する。
ステップ３：取引価格を算定する。
ステップ４：取引価格を契約における履行義務に配分する。
ステップ５：履行義務の充足時に(又は充足するにつれて)収益を認識する。
当社における主なサービスの提供に関する収益認識の方針は以下のとおりであります。
・顧客に対する役務の提供（一定の期間）
役務の提供による収益は、顧客との契約に基づく期間にわたり役務を提供する義務を負っております。当該履行義","{'source': 'bay_ir_2025.pdf', 'chunk_index': 258}"
bay_ir_2025.pdf::chunk::259,"務は契約期間にわたる役務の経過によって、充足されるものであり、収益は当該履行義務が充足される契約期間にお
いて、契約に定められた金額に基づき収益を認識しております。履行義務の充足に向けての進捗度を合理的に測定で
きない場合には、役務に係る原価のうち回収可能と認められる範囲内で収益を認識しております。当該履行義務は、
契約に定められた期間において顧客に役務を提供することによって充足されるため、収益は、原則として契約期間に
応じて期間均等額、又は当該契約等に定められた金額で計上しております。
なお、これらの支払は、契約に基づく期間における役務提供が完了した時点から概ね３ヶ月以内に支払を受けてお
ります。","{'chunk_index': 259, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::260,"93/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
・顧客に対する成果物の提供（一時点）
顧客に引き渡した成果物による収益は、成果物の支配が顧客に移転し、成果物を顧客が検収した時点で、顧客に成
果物の法的所有権、物理的占有、成果物の所有に伴う重大なリスク及び経済価値が移転することで、成果物に対する
対価として支払を受ける権利を有するため、その時点で収益を認識しております。当該履行義務は、契約等に定めら
れた金額に基づく成果物を顧客に提供するものであり、収益は、顧客が成果物を検収した時点で計上しております。
なお、これらの支払は、顧客が成果物を検収した日の属する月から概ね３ヶ月以内に支払を受けております。
・ソフトウエア開発契約によるソフトウエアの提供（一定の期間）
ソフトウエア開発契約から得られる収益は、ソフトウエアの完成までに要する原価及びソフトウエア開発契約の進","{'source': 'bay_ir_2025.pdf', 'chunk_index': 260}"
bay_ir_2025.pdf::chunk::261,"捗度合を合理的に見積ることができ、かつ、契約に関連した経済的便益が当社に流入する可能性が高い場合には、進
捗度に応じて収益を認識しております。進捗度を合理的に測定できない場合には、ソフトウエア原価のうち回収可能
と認められる範囲内でソフトウエア開発契約に係る収益を認識しております。当該履行義務は、契約等に定められた
金額に基づくソフトウエアを顧客に提供するものであり、収益は、原則として進捗度に応じて計上しております。
なお、これらの支払は、顧客がソフトウエアを検収した日の属する月から概ね３ヶ月以内に支払を受けておりま
す。
・子会社に対する経営指導（一定の期間）
子会社への経営指導による収益は、子会社との契約に基づく期間にわたり役務を提供する義務を負っております。
当該履行義務は契約期間にわたる役務の経過によって、充足されるものであり、収益は当該履行義務が充足される契","{'chunk_index': 261, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::262,"約期間において、契約に定められた金額に基づき収益を認識しております。
(重要な会計上の見積り)
会計上の見積りにより当事業年度に係る財務諸表にその額を計上した項目であって、翌事業年度に係る財務諸表
に重要な影響を及ぼす可能性があるものは、以下のとおりであります。
(関係会社株式の評価)
１．当事業年度の財務諸表に計上した金額
(単位：百万円)
前事業年度 当事業年度
関係会社株式 ― 23,001
２．識別した項目に係る重要な会計上の見積りの内容に関する情報
関係会社株式は取得原価をもって帳簿価額としておりますが、当該株式の発行会社の財政状態悪化により実質価額
が著しく低下したときには、回復可能性が十分な証拠によって裏付けられる場合を除き、評価損を計上します。
実質価額が著しく低下したときの回収可能価額は、将来キャッシュ・フロー予測に含まれる売上高成長率等の仮定
に基づいて算定します。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 262}"
bay_ir_2025.pdf::chunk::263,"に基づいて算定します。
これらの仮定は、経営者の最善の見積りと判断により決定しておりますが、将来の不確実な経済条件の変動の結果
により影響を受ける可能性があり、見直しが必要となった場合、翌事業年度の財務諸表において認識する金額に重要
な影響を与える可能性があります。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 263}"
bay_ir_2025.pdf::chunk::264,"94/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
(未適用の会計基準等)
・「リースに関する会計基準」（企業会計基準第34号 2024年９月13日）
・「リースに関する会計基準の適用指針」（企業会計基準適用指針第33号 2024年９月13日）
ほか、関連する企業会計基準、企業会計基準適用指針、実務対応報告及び移管指針の改正
(1) 概要
国際的な会計基準と同様に、借手のすべてのリースについて資産・負債を計上する等の取扱いを定めるもの。
(2) 適用予定日
2029年２月期の期首より適用予定であります。
(3) 当該会計基準等の適用による影響
影響額は、当財務諸表の作成時において評価中であります。","{'chunk_index': 264, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::265,"95/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
(貸借対照表関係)
※１ 関係会社に対する金銭債権及び金銭債務（区分表示したものを除く）
前事業年度 当事業年度
(2024年２月29日) (2025年２月28日)
短期金銭債権 ―百万円 16,577百万円
短期金銭債務 ―百万円 808百万円
２ 偶発債務
訴訟等
当社は、フューチャー株式会社及びフューチャーアーキテクト株式会社(以下、「原告ら」という。)から、当社
及び当社元従業員(原告ら及び当社の元従業員であるため、以下、「当該元従業員Ａ」という。)に対して、2017年
８月３日付で不正競争防止法等に基づく損害賠償請求等を求める民事訴訟を提起されました。当社の法律顧問の見
解を踏まえたうえで、現時点で当社に対する請求が認められることは考えておりません。したがって、当該訴訟に
よる損害賠償等に関して支払が生じる可能性は低いため、当該引当金は計上しておりません。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 265}"
bay_ir_2025.pdf::chunk::266,"よる損害賠償等に関して支払が生じる可能性は低いため、当該引当金は計上しておりません。
なお、訴訟の内容及び請求金額は以下のとおりであります。
(1) 訴訟の内容：不正競争防止法等に基づく差止め等及び損害賠償請求
(2) 請求金額：合計 165百万円及び年５分の遅延損害金
① 当該元従業員Ａと当社に対し、当該元従業員Ａが営業機密を取得したこと等による損害として、当該元従業
員Ａと当社が連帯して、原告らそれぞれ55百万円及び年５分の遅延損害金。
② 当社に対し、当社が当該元従業員Ａを採用したことにより、新たな従業員の雇い入れ、教育費用発生等によ
る損害として、原告らそれぞれ28百万円及び年５分の遅延損害金。
※３ 財務制限条項
前事業年度(2024年２月29日)
当事業年度末における長期借入金1,313百万円、１年内返済予定の長期借入金1,050百万円については、借入先と","{'chunk_index': 266, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::267,"の金銭消費貸借契約において、財務諸表を基礎として算出される以下の財務指標値を満たすことを確約しておりま
す。なお、当事業年度における以下の財務指標値は満たしております。
(1) 各事業年度末における貸借対照表の純資産の部の合計金額を、直前の事業年度比75％、又は2017年２月期比
75％のいずれか高い金額以上に維持すること。
(2) 各事業年度における経常利益を２期連続で損失としないこと。
当事業年度(2025年２月28日)
当事業年度末における長期借入金263百万円、１年内返済予定の長期借入金1,050百万円については、借入先との
金銭消費貸借契約において、財務諸表を基礎として算出される以下の財務指標値を満たすことを確約しておりま
す。なお、当事業年度における以下の財務指標値は満たしております。
(1) 各事業年度末における貸借対照表の純資産の部の合計金額を、直前の事業年度比75％、又は2017年２月期比","{'source': 'bay_ir_2025.pdf', 'chunk_index': 267}"
bay_ir_2025.pdf::chunk::268,"75％のいずれか高い金額以上に維持すること。
(2) 各事業年度における経常利益を２期連続で損失としないこと。","{'chunk_index': 268, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::269,"96/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
４ 当社は、運転資金の効率的な調達を行うため取引銀行と当座貸越契約を締結しております。
これらの契約に基づく当座貸越契約及び借入未実行残高は以下のとおりであります。
前事業年度 当事業年度
(2024年２月29日) (2025年２月28日)
当座貸越契約の総額 2,500百万円 2,500百万円
借入実行残高 ―百万円 ―百万円
差引額 2,500百万円 2,500百万円
(損益計算書関係)
※１ 関係会社との営業取引及び営業取引以外による取引高の総額
前事業年度 当事業年度
(自 2023年３月１日 (自 2024年３月１日
至 2024年２月29日) 至 2025年２月28日)
営業取引による取引高
営業収益 ―百万円 10,801百万円
営業費用 ―百万円 777百万円
※２ 販売費に属する費用のおおよその割合は前事業年度21％、当事業年度23％、一般管理費に属する費用のおおよそ","{'chunk_index': 269, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::270,"の割合は前事業年度79％、当事業年度77％であります。
販売費及び一般管理費のうち主要な費目及び金額は以下のとおりであります。
前事業年度 当事業年度
(自 2023年３月１日 (自 2024年３月１日
至 2024年２月29日) 至 2025年２月28日)
給与 3,580百万円 3,333百万円
賞与引当金繰入額 604百万円 792百万円
採用費 3,795百万円 4,515百万円
減価償却費及びその他の償却費 178百万円 167百万円
のれん償却額 943百万円 472百万円
(有価証券関係)
子会社株式は、市場価格のない株式等のため、子会社株式の時価を記載していません。
なお、市場価格のない株式等の子会社株式の貸借対照表計上額は以下のとおりであります。
前事業年度 当事業年度
(2024年２月29日) (2025年２月28日)
子会社株式 ―百万円 23,001百万円","{'chunk_index': 270, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::271,"97/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
(税効果会計関係)
１．繰延税金資産及び繰延税金負債の発生の主な原因別の内訳
前事業年度 当事業年度
(2024年２月29日) (2025年２月28日)
繰延税金資産
賞与引当金 913百万円 331百万円
賞与引当金に係る未払社会保険料 104百万円 20百万円
未払事業税 370百万円 ―百万円
未払地代家賃 186百万円 143百万円
会社分割による子会社株式 ―百万円 817百万円
資産除去債務 382百万円 351百万円
株式報酬費用 344百万円 366百万円
その他 219百万円 41百万円
繰延税金資産計 2,518百万円 2,069百万円
繰延税金負債
資産除去債務に対応する除去費用 △326百万円 △321百万円
繰延税金負債計 △326百万円 △321百万円
繰延税金資産及び負債の純額 2,192百万円 1,748百万円","{'source': 'bay_ir_2025.pdf', 'chunk_index': 271}"
bay_ir_2025.pdf::chunk::272,"繰延税金資産及び負債の純額 2,192百万円 1,748百万円
２．法定実効税率と税効果会計適用後の法人税等の負担率との間に重要な差異があるときの、当該差異の原因となった
主要な項目別の内訳
前事業年度 当事業年度
(2024年２月29日) (2025年２月28日)
法定実効税率 30.6％ 30.6％
(調整)
交際費等永久に損金に算入されない項目 0.4％ 0.7％
住民税均等割 0.0％ 0.0％
のれん償却額 0.9％ 0.8％
賃上げ等の税制による税額控除 △4.9％ ―％
会社分割による影響額 ―％ △4.4％
その他 △0.5％ 0.1％
税効果会計適用後の法人税等の負担率 26.5％ 27.8％
３．決算日後における法人税等の税率の変更
「所得税法等の一部を改正する法律」（令和７年法律第13号）が2025年３月31日に国会で成立し、2026年４月１日
以後開始する事業年度より「防衛特別法人税」の課税が行われることになりました。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 272}"
bay_ir_2025.pdf::chunk::273,"以後開始する事業年度より「防衛特別法人税」の課税が行われることになりました。
これに伴い、2027年２月１日以後開始する事業年度以降に解消が見込まれる一時差異等に係る繰延税金資産及び繰
延税金負債を計算する法定実効税率は30.6％から31.5％に変更されます。
なお、この税率変更による影響は軽微であります。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 273}"
bay_ir_2025.pdf::chunk::274,"98/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
(企業結合等関係)
連結財務諸表「連結財務諸表注記（７．企業結合等）」に同一の内容を記載しているため、注記を省略しており
ます。
(収益認識関係)
顧客との契約から生じる収益を理解するための基礎となる情報は、「注記事項(重要な会計方針) ５．収益及び
費用の計上基準」に記載のとおりであります。
(重要な後発事象)
連結財務諸表「連結財務諸表注記（33．後発事象）」に同一の内容を記載しているため、注記を省略しておりま
す。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 274}"
bay_ir_2025.pdf::chunk::275,"99/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
④ 【附属明細表】
【有形固定資産等明細表】
当期末減価
償却累計額 差引当期末
当期首残高 当期増加額 当期減少額 当期末残高 当期償却額
資産の種類 又は償却 残高
(百万円) (百万円) (百万円) (百万円) (百万円)
累計額 (百万円)
(百万円)
有形固定資産
建物 5,093 347 888 4,552 331 355 4,221
その他 1,173 248 39 1,382 361 178 1,021
有形固定資産計 6,266 595 927 5,934 692 533 5,242
無形固定資産
のれん 18,553 ― 18,553 ― ― 472 ―
その他 162 8 ― 170 112 23 58
無形固定資産計 18,715 8 18,553 170 112 495 58
長期前払費用 492 766 584 674 ― ― 674
(注) 当期増加額及び減少額のうち主なものは以下のとおりであります。
建物 本社事務所の改修工事による増加 347百万円
建物 旧本社事務所の退去による減少 888百万円","{'source': 'bay_ir_2025.pdf', 'chunk_index': 275}"
bay_ir_2025.pdf::chunk::276,"建物 旧本社事務所の退去による減少 888百万円
有形固定資産 その他 本社事務所の改修工事による増加 248百万円
のれん 会社分割による減少 18,553百万円
【引当金明細表】
当期減少額 当期減少額
当期首残高 当期増加額 当期末残高
区分 (目的使用) (その他)
(百万円) (百万円) (百万円)
(百万円) (百万円)
賞与引当金 2,981 1,081 2,981 ― 1,081","{'chunk_index': 276, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::277,"100/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
(2) 【主な資産及び負債の内容】
連結財務諸表を作成しているため、記載を省略しております。
(3) 【その他】
訴訟等
「第５ 経理の状況 １連結財務諸表等(1) 連結財務諸表 連結財務諸表注記 32. 偶発債務」及び「第５ 経理の状
況 ２財務諸表等(1) 財務諸表 注記事項 貸借対照表関係 ２ 偶発債務」をご参照ください。","{'chunk_index': 277, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::278,"101/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
第６ 【提出会社の株式事務の概要】
事業年度 毎年３月１日から翌年２月末日まで
定時株主総会 毎事業年度末日の翌日から３ヶ月以内
基準日 毎事業年度末日
８月31日
剰余金の配当の基準日
毎事業年度末日
１単元の株式数 100株
単元未満株式の買取り
東京都千代田区丸の内一丁目４番１号
取扱場所
三井住友信託銀行株式会社 証券代行部
東京都千代田区丸の内一丁目４番１号
株主名簿管理人
三井住友信託銀行株式会社
取次所 三井住友信託銀行株式会社 全国各支店
買取手数料 無料
当会社の公告は、電子公告とする。ただし、事故その他やむを得ない事由によって電
子公告による公告をすることができない場合の公告方法は、日本経済新聞に掲載する
公告掲載方法 方法とする。
公告掲載URL
https://www.baycurrent.co.jp/
株主に対する特典 該当事項はありません。","{'chunk_index': 278, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::279,"公告掲載URL
https://www.baycurrent.co.jp/
株主に対する特典 該当事項はありません。
(注) 当会社の単元未満株式を有する株主は、その有する単元未満株式について、次に掲げる権利以外の権利を行使
することができない旨、定款に定めております。
(1)会社法第189条第２項各号に掲げる権利
(2)会社法第166条第１項の規定による請求をする権利
(3)株主の有する株式数に応じて募集株式の割当て及び募集新株予約権の割当てを受ける権利","{'chunk_index': 279, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::280,"102/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
第７ 【提出会社の参考情報】
１ 【提出会社の親会社等の情報】
当社は、金融商品取引法第24条の７第１項に規定する親会社等はありません。
２ 【その他の参考情報】
当事業年度の開始日から有価証券報告書提出日までの間に、以下の書類を提出しております。
(1) 有価証券報告書及びその添付書類並びに確認書
事業年度(第10期)(自 2023年３月１日 至 2024年２月29日)2024年５月29日関東財務局長に提出
(2) 内部統制報告書及びその添付書類
2024年５月29日関東財務局長に提出
(3) 四半期報告書及び確認書
(第11期第１四半期)(自 2024年３月１日 至 2024年５月31日)2024年７月11日関東財務局長に提出
(4) 半期報告書及び確認書
(第11期中)(自 2024年３月１日 至 2024年８月31日)2024年10月10日関東財務局長に提出
(5) 臨時報告書
2024年４月17日関東財務局長に提出","{'source': 'bay_ir_2025.pdf', 'chunk_index': 280}"
bay_ir_2025.pdf::chunk::281,"(5) 臨時報告書
2024年４月17日関東財務局長に提出
企業内容等の開示に関する内閣府令第19条第２項第７号(吸収分割)に基づく臨時報告書であります。
2024年５月30日関東財務局長に提出
企業内容等の開示に関する内閣府令第19条第２項第９号の２(株主総会における議決権行使の結果)に基づく臨時
報告書であります。
2024年６月19日関東財務局長に提出
企業内容等の開示に関する内閣府令第19条第２項第２号の２(譲渡制限付株式報酬としての自己株式の処分)に基
づく臨時報告書であります。
(6) 自己株券買付状況報告書
報告期間(自 2024年５月１日 至 2024年５月31日)2024年６月５日関東財務局長に提出
報告期間(自 2025年４月１日 至 2025年４月30日)2025年５月13日関東財務局長に提出","{'chunk_index': 281, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::282,"103/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
第二部 【提出会社の保証会社等の情報】
該当事項はありません。","{'chunk_index': 282, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::283,"104/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
独立監査人の監査報告書及び内部統制監査報告書
2025年５月27日
株式会社ベイカレント
取締役会 御中
太陽有限責任監査法人
東京事務所
指定有限責任社員
公認会計士 齋 藤 哲 印
業務執行社員
指定有限責任社員
公認会計士 大 塚 弘 毅 印
業務執行社員
＜連結財務諸表監査＞
監査意見
当監査法人は、金融商品取引法第193条の２第１項の規定に基づく監査証明を行うため、「経理の状況」に掲げられて
いる株式会社ベイカレントの2024年３月１日から2025年２月28日までの連結会計年度の連結財務諸表、すなわち、連結
財政状態計算書、連結損益計算書、連結包括利益計算書、連結持分変動計算書、連結キャッシュ・フロー計算書、連結
財務諸表作成のための基本となる重要な事項及びその他の注記について監査を行った。","{'chunk_index': 283, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::284,"財務諸表作成のための基本となる重要な事項及びその他の注記について監査を行った。
当監査法人は、上記の連結財務諸表が、「連結財務諸表の用語、様式及び作成方法に関する規則」第312条により規定
された国際会計基準に準拠して、株式会社ベイカレント及び連結子会社の2025年２月28日現在の財政状態並びに同日を
もって終了する連結会計年度の経営成績及びキャッシュ・フローの状況を、全ての重要な点において適正に表示してい
るものと認める。
監査意見の根拠
当監査法人は、我が国において一般に公正妥当と認められる監査の基準に準拠して監査を行った。監査の基準におけ
る当監査法人の責任は、「連結財務諸表監査における監査人の責任」に記載されている。当監査法人は、我が国におけ
る職業倫理に関する規定に従って、会社及び連結子会社から独立しており、また、監査人としてのその他の倫理上の責","{'source': 'bay_ir_2025.pdf', 'chunk_index': 284}"
bay_ir_2025.pdf::chunk::285,"任を果たしている。当監査法人は、意見表明の基礎となる十分かつ適切な監査証拠を入手したと判断している。
監査上の主要な検討事項
監査上の主要な検討事項とは、当連結会計年度の連結財務諸表の監査において、監査人が職業的専門家として特に重
要であると判断した事項である。監査上の主要な検討事項は、連結財務諸表全体に対する監査の実施過程及び監査意見
の形成において対応した事項であり、当監査法人は、当該事項に対して個別に意見を表明するものではない。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 285}"
bay_ir_2025.pdf::chunk::286,"105/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
のれんの評価
監査上の主要な検討事項の内容及び決定理由 監査上の対応
会社グループは、2025年２月28日現在、連結財政状態 当監査法人は、のれんの評価を検討するため、主とし
計算書上、のれんを19,187百万円計上しており、資産合 て以下の監査手続を実施した。
計の15.4％を占める。当該のれんは、2014年６月に旧株 ・ のれんの評価に関連する内部統制の整備状況及び運
式会社ベイカレント・コンサルティングの全ての株式を 用状況を評価した。
取得し、計上したものである。 ・ 当監査法人のネットワーク・ファームの評価専門家
のれんは償却を行わず、連結財務諸表注記「14.のれん を関与させ、使用価値の算定における評価方法が適切
及び無形資産」に記載のとおり、毎期又は減損の兆候が であるかを検討した。","{'source': 'bay_ir_2025.pdf', 'chunk_index': 286}"
bay_ir_2025.pdf::chunk::287,"ある場合には随時、減損テストを実施している。のれん ・ ５年間の将来キャッシュ・フローの見積額につい
の減損テストにおける回収可能価額は、使用価値に基づ て、以下の手続を実施して、その合理性を検討した。
き算定されている。使用価値は、事業計画を基礎とした ・ 過年度に作成された将来キャッシュ・フローの見
将来キャッシュ・フローの見積額を現在価値に割り引い 積額と実績の比較分析を行い、見積りの不確実性を
て算定されている。将来キャッシュ・フローの見積額 評価した。
は、過去の経験に基づく保守的な見通しと外部からの情 ・ 取締役会によって承認された中期経営計画との整
報を反映させて作成されている。具体的には、主要な仮 合性を検討した。
定としては売上高成長率を用いて、経営陣によって承認 ・ 将来キャッシュ・フローの見積額における主要な
された最長で５年間の予測を基礎とし、それ以降の期間 仮定である売上高成長率について、その合理性を確","{'chunk_index': 287, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::288,"については将来の不確実性を考慮した売上高成長率を使 かめるため経営者等への質問や過去実績からの趨勢
用して算定されている。また、割引率は貨幣の時間価値 分析を実施するとともに、第三者機関が公表する業
及び当該資産に固有のリスクを反映した税引前割引率が 界の予測レポートを閲覧した。
用いられている。 ・ ５年間を超える期間の売上高成長率及び税引前割
のれんの残高が多額であることから、減損テストが適 引率の見積りに使用されたインプット情報につい
切に実施されない場合の連結財務諸表全体に与える金額 て、当監査法人のネットワーク・ファームの評価専
的な影響は大きくなる。また、のれんの減損テストは複 門家を関与させ、外部情報との整合性について検討
雑で、将来キャッシュ・フローの見積り、売上高成長率 した。
及び割引率については不確実性を伴い、経営者の判断が
必要である。
以上より、当監査法人はのれんの評価を監査上の主要
な検討事項に該当すると判断した。","{'chunk_index': 288, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::289,"以上より、当監査法人はのれんの評価を監査上の主要
な検討事項に該当すると判断した。
その他の記載内容
その他の記載内容は、有価証券報告書に含まれる情報のうち、連結財務諸表及び財務諸表並びにこれらの監査報告書
以外の情報である。経営者の責任は、その他の記載内容を作成し開示することにある。また、監査等委員会の責任は、
その他の記載内容の報告プロセスの整備及び運用における取締役の職務の執行を監視することにある。
当監査法人の連結財務諸表に対する監査意見の対象にはその他の記載内容は含まれておらず、当監査法人はその他の
記載内容に対して意見を表明するものではない。
連結財務諸表監査における当監査法人の責任は、その他の記載内容を通読し、通読の過程において、その他の記載内
容と連結財務諸表又は当監査法人が監査の過程で得た知識との間に重要な相違があるかどうか検討すること、また、そ","{'chunk_index': 289, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::290,"のような重要な相違以外にその他の記載内容に重要な誤りの兆候があるかどうか注意を払うことにある。
当監査法人は、実施した作業に基づき、その他の記載内容に重要な誤りがあると判断した場合には、その事実を報告
することが求められている。
その他の記載内容に関して、当監査法人が報告すべき事項はない。
連結財務諸表に対する経営者及び監査等委員会の責任
経営者の責任は、国際会計基準に準拠して連結財務諸表を作成し適正に表示することにある。これには、不正又は誤
謬による重要な虚偽表示のない連結財務諸表を作成し適正に表示するために経営者が必要と判断した内部統制を整備及
び運用することが含まれる。
連結財務諸表を作成するに当たり、経営者は、継続企業の前提に基づき連結財務諸表を作成することが適切であるか
どうかを評価し、国際会計基準に基づいて継続企業に関する事項を開示する必要がある場合には当該事項を開示する責
任がある。","{'chunk_index': 290, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::291,"任がある。
監査等委員会の責任は、財務報告プロセスの整備及び運用における取締役の職務の執行を監視することにある。","{'chunk_index': 291, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::292,"106/109
EDINET提出書類
株式会社ベイカレント(E32549)
有価証券報告書
連結財務諸表監査における監査人の責任
監査人の責任は、監査人が実施した監査に基づいて、全体としての連結財務諸表に不正又は誤謬による重要な虚偽表
示がないかどうかについて合理的な保証を得て、監査報告書において独立の立場から連結財務諸表に対する意見を表明
することにある。虚偽表示は、不正又は誤謬により発生する可能性があり、個別に又は集計すると、連結財務諸表の利
用者の意思決定に影響を与えると合理的に見込まれる場合に、重要性があると判断される。
監査人は、我が国において一般に公正妥当と認められる監査の基準に従って、監査の過程を通じて、職業的専門家と
しての判断を行い、職業的懐疑心を保持して以下を実施する。
・ 不正又は誤謬による重要な虚偽表示リスクを識別し、評価する。また、重要な虚偽表示リスクに対応した監査手続","{'chunk_index': 292, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::293,"を立案し、実施する。監査手続の選択及び適用は監査人の判断による。さらに、意見表明の基礎となる十分かつ適切
な監査証拠を入手する。
・ 連結財務諸表監査の目的は、内部統制の有効性について意見表明するためのものではないが、監査人は、リスク評
価の実施に際して、状況に応じた適切な監査手続を立案するために、監査に関連する内部統制を検討する。
・ 経営者が採用した会計方針及びその適用方法の適切性、並びに経営者によって行われた会計上の見積りの合理性及
び関連する注記事項の妥当性を評価する。
・ 経営者が継続企業を前提として連結財務諸表を作成することが適切であるかどうか、また、入手した監査証拠に基
づき、継続企業の前提に重要な疑義を生じさせるような事象又は状況に関して重要な不確実性が認められるかどうか
結論付ける。継続企業の前提に関する重要な不確実性が認められる場合は、監査報告書において連結財務諸表の注記","{'chunk_index': 293, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::294,"事項に注意を喚起すること、又は重要な不確実性に関する連結財務諸表の注記事項が適切でない場合は、連結財務諸
表に対して除外事項付意見を表明することが求められている。監査人の結論は、監査報告書日までに入手した監査証
拠に基づいているが、将来の事象や状況により、企業は継続企業として存続できなくなる可能性がある。
・ 連結財務諸表の表示及び注記事項が、国際会計基準に準拠しているかどうかとともに、関連する注記事項を含めた
連結財務諸表の表示、構成及び内容、並びに連結財務諸表が基礎となる取引や会計事象を適正に表示しているかどう
かを評価する。
・ 連結財務諸表に対する意見を表明するために、会社及び連結子会社の財務情報に関する十分かつ適切な監査証拠を
入手する。監査人は、連結財務諸表の監査に関する指示、監督及び実施に関して責任がある。監査人は、単独で監査
意見に対して責任を負う。","{'chunk_index': 294, 'source': 'bay_ir_2025.pdf'}"
bay_ir_2025.pdf::chunk::295,"意見に対して責任を負う。
監査人は、監査等委員会に対して、計画した監査の範囲とその実施時期、監査の実施過程で識別した内部統制の重要
な不備を含む監査上の重要な発見事項、及び監査の基準で求められているその他の事項について報告を行う。
監査人は、監査等委員会に対して、独立性についての我が国における職業倫理に関する規定を遵守したこと、並びに
監査人の独立性に影響を与えると合理的に考えられる事項、及び阻害要因を除去するための対応策を講じている場合又
は阻害要因を許容可能な水準にまで軽減するためのセーフガードを適用している場合はその内容について報告を行う。
監査人は、監査等委員会と協議した事項のうち、当連結会計年度の連結財務諸表の監査で特に重要であると判断した
事項を監査上の主要な検討事項と決定し、監査報告書において記載する。ただし、法令等により当該事項の公表が禁止","{'chunk_index': 295, 'source': 'bay_ir_2025.pdf'}"
